Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(77.17659766900005, 32.18685848200005)",25/02/2011 00:00,09:00,near miss,"Feb 26, 2011, 07.48am IST  MANALI: The incessant snowfall and rain in Kullu district is resulting in landslides and falling of trees. Water absorption capacity of land has reached its peak level and soil is flowing downwards, making transportation dangerous and bringing loss to farmers.  It usually happens in monsoon that plenty of rain triggers landslides in hill state but the rain and snowfall has created the same environment in winters. The terraced fields of Kullu are collapsing gradually and apple trees are getting uprooted. Landslides between Kullu and Manali have made road transportation dangerous. Debris and boulders are constantly falling everywhere on the highway.  Continuous landslides at Raison, Dobhi, Alu Ground, Rangri and Manali are disturbing vehicular traffic. For travelers, it is a big risk to travel between Kullu and Manali as they cannot guess that when and from where a massive rock would fall on them.  A government school teacher had a narrow escape on Friday morni","road near Manali, Kullu",25km,rock_fall,continuous_rain,medium,unknown,0,0,32.18685848,77.17659767,India,Himachal Pradesh,Shirir,13.34
"(92.78780000000006, 23.357200000000034)",26/08/2015 00:00,,Sailam village,"A few casualties have been reported, including a driver in his 20s who later died in a hospital after the vehicle he was driving was buried by a landslide near Sailam village, about 75 kms south of Aizawl, this past weekend.",Sailam village,5km,landslide,continuous_rain,medium,above_road,1,0,23.3572,92.7878,India,Mizoram,Mizoram,9.7
"(94.11603493200005, 25.615602516000024)",19/08/2010 18:00,18:00,"Kisima, Nagaland","At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.","Kisima, Nagaland",5km,landslide,downpour,medium,above_road,,,25.61560252,94.11603493,India,Nagaland,Sochumei,19.5
"(94.88330000000008, 26.43330000000003)",17/06/2010 19:30,19:00,"Shayoung Ward(?), Longleng, Nagaland","Longleng, June 18 (MExN): Property worth lakh of rupees was destroyed when a thatched house belonging to one Hemshi Phiom was washed away by landslide at Longleng district. The incident occurred at Shayoung Ward around 7.30 pm last night due to monsoon rain. None of the household goods could be saved as it was washed away completely by the landslide. There was no report of human causality.","Shayoung Ward(?), Longleng, Nagaland",25km,landslide,downpour,medium,unknown,0,,26.4333,94.8833,India,Nagaland,Chinglong,20.88
"(88.46740000000005, 27.059900000000027)",16/09/2013 15:00,15:00,"Kalimpong, West Bengal","A construction worker has been killed in a landslide at Kalimpong in the Darjeeling District of West Bengal State, India. Witnesses report the landslip was quite small, and buried two men, one of whom was able to dig himself out. However the second man was trapped beneath an iron mesh, used to contain building materials, causing delays in digging him out. The worker was taken to a local hospital but declared dead on arrival. He has been named as Ritesh Chettri, a 30 year old man from Bhalukhop. The incident happened on Monday 16 September 2013 following heavy rain in the area over the weekend","Kalimpong, West Bengal",5km,landslide,downpour,small,unknown,1,,27.0599,88.4674,India,West Bengal,Kalimpong,1.88
"(79.04790000000008, 30.683800000000076)",25/06/2015 00:00,,5 km from Kedarnath Temple,They were stranded in the middle as landslides had taken place at several places en route to Kedarnath.,5 km from Kedarnath Temple,5km,landslide,downpour,medium,above_road,0,0,30.6838,79.0479,India,Uttaranchal,Gaundar,14.41
"(76.93460000000005, 9.895700000000033)",05/08/2013 00:00,,"Maniyarankudy, Kerala","as also Thankachan M. (56), in another incident at Maniyarankudy.","Maniyarankudy, Kerala",5km,landslide,monsoon,medium,unknown,1,,9.8957,76.9346,India,Kerala,Devikolam,26.45
"(88.49090000000007, 27.20840000000004)",11/09/2007 00:00,,"National Highway 31A, between Singtam and Rangpo","occurred in afternoon, slide was 40 m long, disrupted traffic","National Highway 31A, between Singtam and Rangpo",5km,debris_flow,rain,medium,unknown,,,27.2084,88.4909,India,Sikkim,Tista,14.59
"(75.99570000000006, 11.481600000000071)",03/10/2009 00:00,,"Puddipadi, Kozhikode, Kerala ","Heavy rain lashing Kerala’s Kozhikode district for the past two days led to landslides at half a dozen places here Saturday. Revenue officials said that though there has been no loss of life, damage to crops and houses have been reported at places like Puthupady, Balussery and hilly areas where there is a large concentration of farmers.","Puddipadi, Kozhikode, Kerala ",10km,landslide,downpour,medium,unknown,,,11.4816,75.9957,India,Kerala,Meppadi,18.37
"(78.41510000000005, 30.966000000000065)",20/08/2010 00:00,,"Ranachatti(?), route to Yamunotri, Garwhal division, Uttarakhand","Friday, Aug 20, 2010, 15:19 IST   Incessant rains continued to lash Uttarakhand triggering landslides and most of the rivers flowing at danger level today.  Meanwhile, landslides occurred at a few places in Garhwal Himalayas due to heavy rains in at Badrinath, Kedarnath, Yamunotri and Gangotri.  While Rishikesh-Gangotri highway was blocked by landslides at Bhatwari and Nalupani and Rishikesh-Badrinath at Lambagad, routes to Yamunotri was disrupted at Ranachatti and Kedarnath at Gaurikund, the officials said.  Work is on to clear the debris and repair the roads.","Ranachatti(?), route to Yamunotri, Garwhal division, Uttarakhand",10km,landslide,downpour,medium,unknown,0,,30.966,78.4151,India,Uttaranchal,Phetari,25.74
"(91.75480000000005, 26.131400000000042)",22/09/2014 00:00,,Dakhingaon,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Dakhingaon,1km,landslide,rain,small,unknown,0,0,26.1314,91.7548,India,Assam,Gauhati,5.83
"(74.37230000000005, 33.540500000000065)",06/09/2014 00:00,,Thanmandi area of Rajouri,"A major landslide in Poonch district of Kashmir trapped many and rendered thousands homeless. The landslide, attributed to heavy rains, has disconnected the area from the rest of the state and is posing a major threat to relief and rescue operations. Indian Army, which is carrying out rehabilitation and restoration work in the valley, say work is in progress on a war footing to restore the line of communication.",Thanmandi area of Rajouri,5km,landslide,downpour,medium,unknown,13,0,33.5405,74.3723,India,Jammu and Kashmir,Rajaori,18.64
"(74.21970000000005, 15.705100000000073)",10/12/2013 10:30,10:00,"Kankumbi, Karnataka","Workers of Karnataka Neeravari Nigam Ltd have cleared one of the two excavators that were buried in Tuesday morning's landslide near the Mauli temple in Kankumbi, Karnataka. While local villagers had expressed fears that 2-3 labourers had been killed in the landslide, the contractor says four workers had been affected, were rescued and were admitted to the civil hospital in Belgaum for treatment. On Wednesday morning, workers of the Karnataka government-run company started clearing the debris left by the landslide and were able to free one excavator. The two excavators had been working in deep trenches near the underground concrete canal of Kalasa that connects to the Malaprabha river. The Kalasa-Bandura project of the Karnataka government aims to divert a tributary of the River Mhadei (the lifeline River Mandovi in Goa) and is being opposed by Goa.Kiran Gawade, a resident of Kankumbi, told TOI, ""The Karnataka government has undertaken the Kalasa canal work in violation of environmenta","Kankumbi, Karnataka",1km,landslide,mining,small,unknown,0,4,15.7051,74.2197,India,Karnataka,Kankumbi,1.26
"(78.44010000000003, 30.733200000000068)",20/09/2010 00:00,,"roads around Uttarkashi, Uttarakhand","Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route.  The landslides and flash floods have claimed at least 68 lives since Sunday. A bus carrying foreign pilgrims on the 'char dham' yatra (four pilgrimages) was stranded in Uttarkashi for the past three days,' an official said. ","roads around Uttarkashi, Uttarakhand",25km,landslide,downpour,medium,unknown,0,,30.7332,78.4401,India,Uttaranchal,Uttarkashi,0.02
"(94.49220000000008, 26.16990000000004)",11/07/2016 23:00,23:00,"North Point Colony, Akuluto, Nagaland, India","A massive landslide occurred at North Point Colony, Akuluto on July 11 at around 11p.m. According an official bulletin, SDO (civil) Akuluto, Kikumsangla Jamir, who visited the affected area, said five houses were damaged badly and the road leading to colony was also blocked.  Local residents and personnel of 8th NAP, B Coy helped in clearing the road and also the affected families.","North Point Colony, Akuluto, Nagaland, India",1km,landslide,unknown,large,unknown,0,0,26.1699,94.4922,India,Nagaland,Nagaland,8.68
"(94.11670000000004, 27.233300000000042)",29/10/2008 00:00,,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur ,50km,landslide,downpour,medium,unknown,,,27.2333,94.1167,India,Assam,North Lakhimpur,1.23
"(92.69210000000004, 24.129300000000057)",29/09/2007 00:00,,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",50km,landslide,rain,medium,unknown,,,24.1293,92.6921,India,Mizoram,Lung Chhuan,13.95
"(94.01442049900004, 25.03561729100005)",28/06/2011 00:00,,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could not proceed beyond Ikou.  The passengers travelling to Saikul have to cross the landslide area on foot, and then travel forward till Saikul from Gangpijang in passenger jeeps.  In case passenger jeeps are not available, people have to walk all the way to Saikul which is about 2.5 Kms away.  Development work on Sagolmang-Saikul road which passes through Ikou and Gangpijang was abandoned after completing around 80 per cent of the following disputes in the contract deals.  The development work of the road was abandoned after the work order was given to a second contractor.  Notably, taking serious note of the abandonment of the road development work, KSO Saikul and Kuki Inpi Saikul appealed to the Chief Minister to finish the work before ons","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,landslide,rain,medium,below_road,,,25.03561729,94.0144205,India,Manipur,Kalapahar,10.9
"(78.90140000000008, 30.241100000000074)",26/07/2015 00:00,,"Sirobagad, Rishikesh-Badrinath highway","The yatra to the Badrinath, Kedarnath and Hemkund Sahib was disrupted after Rishikesh-Badrinath highway was closed due to landslides triggered by heavy rains in Rudraprayag's Sirobagad.","Sirobagad, Rishikesh-Badrinath highway",5km,landslide,continuous_rain,medium,above_road,0,0,30.2411,78.9014,India,Uttaranchal,Srinagar,6.84
"(75.17930000000007, 33.30180000000007)",14/08/2013 00:00,,"Ramban District, Kashmir","Jammu-Srinagar national highway was reopened on Friday for vehicular traffic after remaining closed for two days due to landslides triggered by heavy rains in Ramban and Udhampur districts of the state. The 300-km long highway was reopened for vehicular traffic late Friday afternoon after clearance of landslides by men and machines of Border Roads Organisation (BRO), said the police. The highway was closed on Wednesday following landslides. Passenger vehicles were allowed to move, but heavy transport vehicles were not allowed on Friday.","Ramban District, Kashmir",50km,landslide,downpour,medium,unknown,,,33.3018,75.1793,India,Jammu and Kashmir,Gund,14.79
